chain_id,chain_length,canonical_name,should_apply,reason,name_diversity,all_names
chain_00276,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Varennes
chain_00275,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Winchester
chain_00274,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Georges
chain_00273,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Euphemia
chain_00272,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Saltfleet
chain_00271,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Winslow
chain_00270,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Mariposa
chain_00269,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Portland
chain_00300,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Beauharnois
chain_00299,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Kenyon
chain_00298,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Beaumont
chain_00297,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Ignace
chain_00296,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Culross
chain_00295,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Bernard
chain_00294,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Westminster
chain_00293,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Gloucester
chain_00292,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Grosse Isle
chain_00291,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Burford
chain_00290,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Nicolet and Seminary
chain_00289,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Isidore
chain_00288,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Colborno
chain_00287,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Etobicoke
chain_00286,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Oneida
chain_00285,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Paul
chain_00316,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Vincent
chain_00315,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Kingsey
chain_00314,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Prosper
chain_00313,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Westmeath
chain_00312,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Grand River
chain_00311,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Burgess
chain_00310,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Gervais
chain_00309,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:NO DATA
chain_00308,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Euphrasia
chain_00307,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Caledonia
chain_00306,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Tyendinaga
chain_00305,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:Zorra, East"
chain_00304,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Pilkington
chain_00303,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Elderslie
chain_00302,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Vaughan
chain_00301,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Golded
chain_00332,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Mornington
chain_00331,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Percy
chain_00330,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Cap Santé
chain_00329,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Lawrence Ward
chain_00328,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:Lachine, Village"
chain_00327,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:Niagara, Town of"
chain_00326,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Flos
chain_00325,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Eardley
chain_00324,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Southwold
chain_00323,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Glanford
chain_00322,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Cavan
chain_00321,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Alfred
chain_00320,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:March
chain_00319,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Ameliasburgh
chain_00318,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Isle aux Grues
chain_00317,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Bromley
chain_00348,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Mansfield
chain_00347,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Yonge
chain_00346,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Ennismore
chain_00345,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Ristigouche
chain_00344,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Nelson
chain_00343,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Eboulements
chain_00342,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:NO DATA
chain_00341,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Wexford
chain_00340,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Ste. Hélène
chain_00339,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Lansdowne
chain_00338,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Guelph
chain_00337,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Raleigh
chain_00336,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Mono
chain_00335,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Bécancour
chain_00334,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:Vaudreuil, Parish"
chain_00333,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Cartwright
chain_00364,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Magog
chain_00363,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Charlottenburgh
chain_00362,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Augustin
chain_00361,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Eramosa
chain_00360,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:Cornwall, Town of"
chain_00359,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Maryborough
chain_00358,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Collingwood
chain_00357,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Augustin
chain_00356,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:Dundas, Town of"
chain_00355,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Mathias
chain_00354,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Enniskillen
chain_00353,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Simpson
chain_00352,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:Oxford, North"
chain_00351,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Delaware
chain_00350,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:NO DATA
chain_00349,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Tuscarora
chain_00380,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Alnwick
chain_00379,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Blithfield
chain_00378,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Fraserville
chain_00377,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Isle-aux-Coudres
chain_00376,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Egremont
chain_00375,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Charlotteville
chain_00374,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Bainham
chain_00373,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Batiscan
chain_00372,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Douro
chain_00371,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Wendover
chain_00370,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Clet
chain_00369,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Inverness
chain_00368,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Athol
chain_00367,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Clifton
chain_00366,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Thetford
chain_00365,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Jean
chain_00396,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Cranbourne
chain_00395,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Clarence
chain_00394,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Nouvelle and Shoolbreds
chain_00393,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Lanark
chain_00392,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Cataraqui Ward
chain_00391,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Uxbridge
chain_00390,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Contrecœur
chain_00389,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Leeds
chain_00388,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Verchères
chain_00387,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Markham
chain_00386,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Ste. Agathe
chain_00385,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:St. Armand, East"
chain_00384,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Chertsey
chain_00383,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Nelson
chain_00382,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Durham
chain_00381,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:St. Armand, West"
chain_00412,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Barford
chain_00411,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Moore
chain_00410,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Etienne
chain_00409,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Price
chain_00408,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Hope
chain_00407,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Belmont and Methuen
chain_00406,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Isle aux Oies
chain_00405,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Emily
chain_00404,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:Plantagenet, South"
chain_00403,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Verulam
chain_00402,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Kinlas
chain_00401,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Douglas
chain_00400,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Caledon
chain_00399,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Notre Dame de la Victoire
chain_00398,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Windham
chain_00397,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Biddulph
chain_00428,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Wellesley
chain_00427,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Stratford
chain_00426,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Berthier
chain_00425,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Antoine
chain_00424,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:Goderich, Town of"
chain_00423,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Admaston
chain_00422,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Cambridge
chain_00421,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Wallace
chain_00420,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Sullivan
chain_00419,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Bolton
chain_00418,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Woodhouse and Gore
chain_00417,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:Montmagny, Village"
chain_00416,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Aylmer
chain_00415,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Leeds
chain_00414,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:Richmond, Village"
chain_00413,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Canboro
chain_00444,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:Simcoe, Town of"
chain_00443,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Sault au Récollet
chain_00442,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Janvier
chain_00441,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Clinton
chain_00440,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Athanase
chain_00439,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Paschal
chain_00438,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Frampton
chain_00437,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:Ste. Thérèse, Parish"
chain_00436,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Harwich
chain_00435,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Hope
chain_00434,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Osgoode
chain_00433,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Irénée
chain_00432,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Scarborough
chain_00431,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:Port Hope, Town of"
chain_00430,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Dunham
chain_00429,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:Oshawa, Village"
chain_00460,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Garthby
chain_00459,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Garafraxa
chain_00458,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Artemesia
chain_00457,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Aldfield
chain_00456,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Casimir
chain_00455,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Ste. Ursule
chain_00454,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Wilberforce
chain_00453,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Oro
chain_00452,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:Hawkesbury, East"
chain_00451,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Glenelg
chain_00450,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:Ste. Thérèse de Blainville, Village and College"
chain_00449,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Waltham
chain_00448,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Low
chain_00447,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Barnabé
chain_00446,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Ramsay
chain_00445,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Dereham
chain_00476,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Whitchurch
chain_00475,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Albion
chain_00474,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Templeton
chain_00473,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. David
chain_00472,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Pointe-aux-Trembles
chain_00471,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Gabriel
chain_00470,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Bosanquet
chain_00469,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Ange Gardien
chain_00468,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Isle Perrot
chain_00467,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:Paris, Village"
chain_00466,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:Matane, Parish"
chain_00465,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Sault St. Louis
chain_00464,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:McGillivray
chain_00463,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Pickering
chain_00462,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Hunterstown
chain_00461,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Iberville
chain_00492,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Elma
chain_00491,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Sheffield
chain_00490,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Michel
chain_00489,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Pierre
chain_00488,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Roxborough
chain_00487,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Longueuil
chain_00486,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Wainfleet.
chain_00485,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:Crosby, South"
chain_00484,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Patricks’ Ward
chain_00483,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Mulmer
chain_00482,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Rochester
chain_00481,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Ste. Anne
chain_00480,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Chichester
chain_00479,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:NO DATA
chain_00478,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Pierre
chain_00477,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:Gwillimhury, North"
chain_00508,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Reach
chain_00507,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Zéphirin
chain_00506,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Maria
chain_00505,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Bury
chain_00504,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Hilaire
chain_00503,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Thomas
chain_00502,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Grégoire
chain_00501,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Cyrille
chain_00500,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Fenelon
chain_00499,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Tecumseth
chain_00498,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Lochiel
chain_00497,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:Laprairie, Village"
chain_00496,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:Belleville, Town of"
chain_00495,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Hamilton
chain_00494,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Wakefield
chain_00493,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Normanby
chain_00524,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Weedon
chain_00523,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:Longueuil, Village"
chain_00522,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:St. Thomas, Town of"
chain_00521,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:Brockville, Town of"
chain_00520,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Hamilton
chain_00519,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:Crosby, North"
chain_00518,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Elzéar
chain_00517,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Westbury
chain_00516,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Sherrington
chain_00515,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:Nissouri, East"
chain_00514,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Linière
chain_00513,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Ross
chain_00512,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Burgess
chain_00511,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Oakland
chain_00510,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Bedford
chain_00509,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Harrington
chain_00012,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:NO DATA
chain_00555,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Asphodel
chain_00554,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Ste. Marthe
chain_00553,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:New Richmond
chain_00552,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Jersey
chain_00551,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Frédéric
chain_00550,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Mann
chain_00549,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Laurent
chain_00548,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Bristol
chain_00547,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Caistor
chain_00546,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:Cayuga, South"
chain_00545,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Hatley
chain_00544,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Cumberland
chain_00543,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Sydenham Ward
chain_00542,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Wolfestown
chain_00541,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Dunwich
chain_00028,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Ecureuils
chain_00027,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Ste. Catherine
chain_00026,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Storington
chain_00025,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Osnabruck
chain_00024,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Camden
chain_00023,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:St. Ours, Village"
chain_00022,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Blenheim
chain_00021,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Lobo
chain_00020,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Medonte
chain_00019,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. Anselme
chain_00018,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Elmsley
chain_00017,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Mosa
chain_00016,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Wentworth
chain_00015,2,N/A,False,insufficient_data,0,"1851:[Start of chain] | 1861:Chippawa, Village"
chain_00014,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:St. François
chain_00013,2,N/A,False,insufficient_data,0,1851:[Start of chain] | 1861:Thora
