cd_from,cd_to,relationship,iou,from_fraction,to_fraction,overlap_sqm
CD_BC_British_Colombia,CD_BC_Yale,CONTAINS,0.1426,0.1426,1.0,131257719030.41
CD_BC_British_Colombia,CD_BC_Victoria,CONTAINS,0.0002,0.0002,1.0,186369334.68
CD_BC_British_Colombia,CD_BC_Vancouver,CONTAINS,0.0361,0.0361,1.0,33219432807.75
CD_BC_British_Colombia,CD_BC_Cariboo,CONTAINS,0.3594,0.3595,0.999,330913465643.5
CD_BC_British_Colombia,CD_BC_New_Westminster,CONTAINS,0.4611,0.4611,1.0,424420643085.04
CD_MB_Manitoba,CD_MB_Provencher,CONTAINS,0.0586,0.0586,1.0,7896314656.1
CD_MB_Manitoba,CD_MB_Provencher_,CONTAINS,0.0051,0.0051,1.0,686336370.69
CD_MB_Manitoba,CD_MB_Selkirk,CONTAINS,0.0202,0.0202,1.0,2728404473.11
CD_MB_Manitoba,CD_MB_Marquette,CONTAINS,0.1209,0.1209,1.0,16301812598.43
CD_MB_Manitoba,CD_MB_Lisgar,CONTAINS,0.0481,0.0481,0.9971,6488808643.4
CD_NB_Albert,CD_NB_Albert,SAME_AS,1.0,1.0,1.0,1875784373.85
CD_NB_Carleton,CD_NB_Carleton,SAME_AS,1.0,1.0,1.0,3427847680.77
CD_NB_Charlotte,CD_NB_Charlotte,SAME_AS,1.0,1.0,1.0,3676128982.85
CD_NB_Gloucester,CD_NB_Gloucester,SAME_AS,1.0,1.0,1.0,4649288068.04
CD_NB_Kent,CD_NB_Kent,SAME_AS,1.0,1.0,1.0,4720822750.27
CD_NB_King's,CD_NB_King's,SAME_AS,1.0,1.0,1.0,3618141557.22
CD_NB_Northumberland,CD_NB_Northumberland,SAME_AS,1.0,1.0,1.0,12450091202.6
CD_NB_Queen's,CD_NB_Queen's,SAME_AS,1.0,1.0,1.0,4027513316.5
CD_NB_Restigouche,CD_NB_Restigouche,SAME_AS,1.0,1.0,1.0,8843304894.88
CD_NB_St._John,"CD_NB_St._John,_(City-Ville)",CONTAINS,0.0028,0.0028,1.0,4564327.27
CD_NB_St._John,"CD_NB_St._John,_(County-Comté)",SAME_AS,0.9972,0.9972,1.0,1600616461.44
CD_NB_Sunbury,CD_NB_Sunbury,SAME_AS,1.0,1.0,1.0,2811724644.02
CD_NB_Victoria,CD_NB_Victoria,SAME_AS,1.0,1.0,1.0,9204550196.34
CD_NB_Westmorland,CD_NB_Westmoreland,SAME_AS,1.0,1.0,1.0,3820192248.24
CD_NB_York,CD_NB_York,SAME_AS,1.0,1.0,1.0,9387830223.22
CD_NL_Newfoundland,CD_NL_Newfoundland,SAME_AS,1.0,1.0,1.0,111661003634.19
CD_NS_Annapolis,CD_NS_Annapolis,SAME_AS,1.0,1.0,1.0,3516171729.92
CD_NS_Antigonish,CD_NS_Antigonish,SAME_AS,1.0,1.0,1.0,1561894002.12
CD_NS_Cape_Breton,CD_NS_Cape_Breton,SAME_AS,1.0,1.0,1.0,2736852654.64
CD_NS_Colchester,CD_NS_Colchester,SAME_AS,1.0,1.0,1.0,3786859186.89
CD_NS_Cumberland,CD_NS_Cumberland,SAME_AS,1.0,1.0,1.0,4521900424.99
CD_NS_Digby,CD_NS_Digby,SAME_AS,1.0,1.0,1.0,2801570126.73
CD_NS_Guysborough,CD_NS_Guysborough,SAME_AS,1.0,1.0,1.0,4385253580.94
"CD_NS_Halifax,_East",CD_NS_Halifax_(County-Comté),WITHIN,0.7975,1.0,0.7975,4910996019.06
"CD_NS_Halifax,_West",CD_NS_Halifax_(County-Comté),WITHIN,0.2006,0.9559,0.2025,1247020003.23
"CD_NS_Halifax,_West",CD_NS_Halifax_(City-Ville),CONTAINS,0.0441,0.0441,1.0,57469280.92
CD_NS_Hants,CD_NS_Hants,SAME_AS,1.0,1.0,1.0,3253315285.08
CD_NS_Inverness,CD_NS_Inverness,SAME_AS,1.0,1.0,1.0,4241431980.04
CD_NS_King's,CD_NS_King's,SAME_AS,1.0,1.0,1.0,2295127038.48
CD_NS_Lunenburg,CD_NS_Lunenburg,SAME_AS,1.0,1.0,1.0,3269059803.46
CD_NS_Pictou,CD_NS_Pictou,SAME_AS,1.0,1.0,1.0,2975327435.95
CD_NS_Queens,CD_NS_Queens,SAME_AS,1.0,1.0,1.0,1474546142.03
CD_NS_Richmond,CD_NS_Richmond,SAME_AS,1.0,1.0,1.0,1407741366.01
CD_NS_Shelburne,CD_NS_Shelburne,SAME_AS,1.0,1.0,1.0,4198177697.47
CD_NS_Victoria,CD_NS_Victoria,SAME_AS,1.0,1.0,1.0,3014254590.15
CD_NS_Yarmouth,CD_NS_Yarmouth,SAME_AS,1.0,1.0,1.0,2473884091.87
CD_NT_The_Territories,CD_NT_The_Territories,WITHIN,0.9641,0.9643,0.9998,7030289036517.26
CD_ON_Addington,CD_ON_Addington,SAME_AS,1.0,1.0,1.0,5660581327.99
"CD_ON_Algoma,_Centre",CD_ON_Algoma,WITHIN,0.0174,1.0,0.0174,6165134119.12
"CD_ON_Algoma,_East—Est",CD_ON_Algoma,WITHIN,0.089,1.0,0.089,31623138370.51
"CD_ON_Algoma,_West—Ouest",CD_ON_Algoma,WITHIN,0.1923,1.0,0.1923,68281916457.04
CD_ON_Bothwell,CD_ON_Bothwell,SAME_AS,1.0,1.0,1.0,1613671069.2
"CD_ON_Brant,_North_or_East—Nord_ou_Est","CD_ON_Brant,_North—Nord",CONTAINS,0.7011,0.7011,1.0,460109999.21
"CD_ON_Brant,_South_or_West—Sud_ou_Ouest","CD_ON_Brant,_South—Sud",WITHIN,0.7224,1.0,0.7224,510602831.08
CD_ON_Brockville,CD_ON_Brockville,SAME_AS,1.0,1.0,1.0,371180445.25
"CD_ON_Bruce,_North—Nord","CD_ON_Bruce,_North—Nord",SAME_AS,1.0,1.0,1.0,2506892602.84
"CD_ON_Bruce,_South—Sud","CD_ON_Bruce,_South—Sud",SAME_AS,1.0,1.0,1.0,1836898075.78
CD_ON_Cardwell,CD_ON_Cardwell,SAME_AS,1.0,1.0,1.0,1046316934.2
CD_ON_Carleton,CD_ON_Carleton,SAME_AS,0.9975,0.9975,1.0,1780678033.15
CD_ON_Cornwall,CD_ON_Cornwall,SAME_AS,1.0,1.0,1.0,291061772.15
CD_ON_Dover,CD_ON_Kent,SAME_AS,1.0,1.0,1.0,1988396178.44
CD_ON_Dundas,CD_ON_Dundas,SAME_AS,1.0,1.0,1.0,1062423486.58
"CD_ON_Durham,_East—Est","CD_ON_Durham,_East—Est",SAME_AS,1.0,1.0,1.0,885913445.98
"CD_ON_Durham,_West—Ouest","CD_ON_Durham,_West—Ouest",SAME_AS,1.0,1.0,1.0,823788577.65
"CD_ON_Elgin,_East—Est","CD_ON_Elgin,_East—Est",SAME_AS,0.9997,1.0,0.9997,1007192455.63
"CD_ON_Elgin,_West—Ouest","CD_ON_Elgin,_West—Ouest",SAME_AS,0.9997,0.9997,1.0,986138873.96
CD_ON_Essex,CD_ON_Essex,SAME_AS,1.0,1.0,1.0,1994187140.81
CD_ON_Frontenac,CD_ON_Frontenac,SAME_AS,1.0,1.0,1.0,965396815.66
CD_ON_Glengarry,CD_ON_Glengarry,SAME_AS,1.0,1.0,1.0,1300967157.42
"CD_ON_Grenville,_South—Sud","CD_ON_Grenville,_South—Sud",SAME_AS,1.0,1.0,1.0,657967742.45
"CD_ON_Grey,_North—Nord","CD_ON_Grey,_North—Nord",CONTAINS,0.6401,0.6401,1.0,1614238519.93
"CD_ON_Grey,_South—Sud","CD_ON_Grey,_South—Sud",CONTAINS,0.4912,0.4912,1.0,1254370930.45
CD_ON_Haldimand,CD_ON_Haldimand,CONTAINS,0.9315,0.9315,1.0,1016569972.23
CD_ON_Halton,CD_ON_Halton,SAME_AS,1.0,1.0,1.0,1022520353.28
CD_ON_Hamilton,"CD_ON_Hamilton,_City—Cité",WITHIN,0.7346,0.9991,0.735,12840875.53
"CD_ON_Hastings,_East—Est","CD_ON_Hastings,_East—Est",SAME_AS,1.0,1.0,1.0,1068763698.85
"CD_ON_Hastings,_North—Nord","CD_ON_Hastings,_North—Nord",WITHIN,0.8304,1.0,0.8304,4955668583.69
"CD_ON_Hastings,_West—Ouest","CD_ON_Hastings,_West—Ouest",SAME_AS,1.0,1.0,1.0,322873392.86
"CD_ON_Huron,_North—Nord","CD_ON_Huron,_North—Nord",CONTAINS,0.5974,0.5974,1.0,1358182102.8
"CD_ON_Huron,_South—Sud","CD_ON_Huron,_South—Sud",CONTAINS,0.857,0.857,1.0,1137009623.16
CD_ON_Kingston,"CD_ON_Kingston,_City—Cité",CONTAINS,0.7704,0.7704,1.0,6040472.89
CD_ON_Kingston,"CD_ON_Kingston,_City—Cite",CONTAINS,0.2296,0.2296,1.0,1800678.55
CD_ON_Lambton,CD_ON_Lambton,SAME_AS,1.0,1.0,1.0,2246244313.53
"CD_ON_Lanark,_North—Nord","CD_ON_Lanark,_North—Nord",SAME_AS,1.0,1.0,1.0,1684088108.44
"CD_ON_Lanark,_South—Sud","CD_ON_Lanark,_South—Sud",WITHIN,0.8886,1.0,0.8886,1436324263.14
"CD_ON_Leeds_&_Grenville,_North—Nord","CD_ON_Leeds_&_Grenville,_North—Nord",SAME_AS,1.0,1.0,1.0,973315994.3
"CD_ON_Leeds,_South—Sud","CD_ON_Leeds,_South—Sud",CONTAINS,0.9067,0.9067,1.0,1750764747.98
CD_ON_Lennox,CD_ON_Lennox,SAME_AS,1.0,1.0,1.0,848955836.11
CD_ON_Lincoln,CD_ON_Lincoln,SAME_AS,1.0,1.0,1.0,466569096.08
CD_ON_London,"CD_ON_London,_City—Cité",SAME_AS,1.0,1.0,1.0,9108903.78
CD_ON_Manitoulin,CD_ON_Algoma,WITHIN,0.0096,1.0,0.0096,3424441847.48
"CD_ON_Middlesex,_East—Est","CD_ON_Middlesex,_East—Est",SAME_AS,1.0,1.0,1.0,1213970568.64
"CD_ON_Middlesex,_North—Nord","CD_ON_Middlesex,_North—Nord",SAME_AS,1.0,1.0,1.0,1218168900.93
"CD_ON_Middlesex,_West—Ouest","CD_ON_Middlesex,_West—Ouest",SAME_AS,0.9999,0.9999,1.0,1087371491.05
CD_ON_Monck,CD_ON_Monck,WITHIN,0.927,1.0,0.927,948146373.46
CD_ON_Muskoka,CD_ON_Muskoka,WITHIN,0.321,1.0,0.321,4977060588.99
CD_ON_Niagara,CD_ON_Niagara,SAME_AS,1.0,1.0,1.0,109970574.73
"CD_ON_Norfolk,_North—Nord","CD_ON_Norfolk,_North—Nord",SAME_AS,1.0,1.0,1.0,789235683.06
"CD_ON_Norfolk,_South—Sud","CD_ON_Norfolk,_South—Sud",SAME_AS,1.0,1.0,1.0,957784531.68
"CD_ON_Northumberland,_East—Est","CD_ON_Northumberland,_East—Est",SAME_AS,1.0,1.0,1.0,1236421609.91
"CD_ON_Northumberland,_West—Ouest","CD_ON_Northumberland,_West—Ouest",SAME_AS,1.0,1.0,1.0,778812150.36
"CD_ON_Ontario,_North—Nord","CD_ON_Ontario,_North—Nord",SAME_AS,1.0,1.0,1.0,1893824476.99
"CD_ON_Ontario,_South—Sud","CD_ON_Ontario,_South—Sud",SAME_AS,1.0,1.0,1.0,625766183.28
"CD_ON_Ottawa,_City—Cité","CD_ON_Ottawa,_City—Cité",WITHIN,0.6777,1.0,0.6777,9368354.29
"CD_ON_Oxford,_North—Nord","CD_ON_Oxford,_North—Nord",SAME_AS,1.0,1.0,1.0,1166291874.57
"CD_ON_Oxford,_South—Sud","CD_ON_Oxford,_South—Sud",SAME_AS,1.0,1.0,1.0,988465582.29
CD_ON_Peel,CD_ON_Peel,SAME_AS,1.0,1.0,1.0,738313536.21
"CD_ON_Perth,_North—Nord","CD_ON_Perth,_North—Nord",SAME_AS,0.9993,0.9993,1.0,1425977045.7
"CD_ON_Perth,_South—Sud","CD_ON_Perth,_South—Sud",SAME_AS,0.9989,1.0,0.9989,913243792.89
"CD_ON_Peterborough,_East—Est","CD_ON_Peterborough,_East—Est",WITHIN,0.9644,0.9938,0.9703,6198710064.26
"CD_ON_Peterborough,_West—Ouest","CD_ON_Peterborough,_West—Ouest",WITHIN,0.9365,1.0,0.9365,572254442.27
CD_ON_Prescott,CD_ON_Prescott,SAME_AS,1.0,1.0,1.0,1289524739.62
CD_ON_Prince_Edward,CD_ON_Prince_Edward,SAME_AS,1.0,1.0,1.0,1177762862.99
"CD_ON_Renfrew,_North—Nord","CD_ON_Renfrew,_North—Nord",WITHIN,0.7387,1.0,0.7387,3119495902.37
"CD_ON_Renfrew,_South—Sud","CD_ON_Renfrew,_South—Sud",WITHIN,0.6441,1.0,0.6441,3409917426.56
CD_ON_Russell,CD_ON_Russell,SAME_AS,1.0,1.0,1.0,1901063215.04
"CD_ON_Simcoe,_North—Nord","CD_ON_Simcoe,_North—Nord",SAME_AS,1.0,1.0,1.0,3358929297.85
"CD_ON_Simcoe,_South—Sud","CD_ON_Simcoe,_South—Sud",WITHIN,0.972,1.0,0.972,1685196955.97
CD_ON_Stormont,CD_ON_Stormont,SAME_AS,1.0,1.0,1.0,782114068.91
"CD_ON_Toronto,_East—Est","CD_ON_Toronto,_City—Cité",WITHIN,0.3073,1.0,0.3073,6604004.98
"CD_ON_Toronto,_West—Ouest","CD_ON_Toronto,_City—Cité",WITHIN,0.6469,1.0,0.6469,13901138.07
"CD_ON_Victoria,_North—Nord","CD_ON_Victoria,_North—Nord",SAME_AS,1.0,1.0,1.0,2515957971.19
"CD_ON_Victoria,_South—Sud","CD_ON_Victoria,_South—Sud",SAME_AS,1.0,1.0,1.0,1186745627.6
"CD_ON_Waterloo,_North—Nord","CD_ON_Waterloo,_North—Nord",SAME_AS,1.0,1.0,1.0,736430770.38
"CD_ON_Waterloo,_South—Sud","CD_ON_Waterloo,_South—Sud",SAME_AS,1.0,1.0,1.0,685861689.25
CD_ON_Welland,CD_ON_Welland,SAME_AS,1.0,1.0,1.0,718677547.08
"CD_ON_Wellington,_North—Nord","CD_ON_Wellington,_North—Nord",CONTAINS,0.8226,0.8226,1.0,1519640930.73
"CD_ON_Wellington,_South—Sud","CD_ON_Wellington,_South—Sud",WITHIN,0.4659,1.0,0.4659,445741742.18
"CD_ON_Wentworth,_North—Nord","CD_ON_Wentworth,_North—Nord",SAME_AS,0.9991,0.9991,1.0,603109473.23
"CD_ON_Wentworth,_South—Sud","CD_ON_Wentworth,_South—Sud",SAME_AS,0.9935,0.9935,1.0,620376923.95
"CD_ON_York,_East—Est","CD_ON_York,_East—Est",SAME_AS,0.9976,0.9984,0.9992,621633661.53
"CD_ON_York,_North—Nord","CD_ON_York,_North—Nord",WITHIN,0.9693,0.9693,1.0,1534267559.26
"CD_ON_York,_West—Ouest","CD_ON_York,_West—Ouest",SAME_AS,0.9992,0.9992,1.0,606424153.68
CD_PE_King's,CD_PE_King's,SAME_AS,1.0,1.0,1.0,1761486807.47
CD_PE_Prince,CD_PE_Prince,SAME_AS,1.0,1.0,1.0,2123672437.72
CD_PE_Queen's,CD_PE_Queen's,SAME_AS,1.0,1.0,1.0,2139794822.46
CD_QC_Argenteuil,CD_QC_Argenteuil,SAME_AS,1.0,1.0,1.0,2525113990.7
CD_QC_Arthabaska,CD_QC_Drummond_&_Arthabaska,WITHIN,0.5284,1.0,0.5284,1917615751.92
CD_QC_Bagot,CD_QC_Bagot,WITHIN,0.9772,0.9772,1.0,868466694.69
CD_QC_Beauce_Est,CD_QC_Beauce,WITHIN,0.4607,1.0,0.4607,2382673355.68
CD_QC_Beauce_Ouest,CD_QC_Beauce,WITHIN,0.5346,1.0,0.5346,2764984290.56
CD_QC_Beauharnois,CD_QC_Beauharnois,SAME_AS,1.0,1.0,1.0,393990597.35
CD_QC_Bellechasse_Nord,CD_QC_Bellechasse,WITHIN,0.3006,1.0,0.3006,509279982.88
CD_QC_Berthier,CD_QC_Berthier,WITHIN,0.2337,0.9608,0.2359,1333031011.37
CD_QC_Bonaventure,CD_QC_Bonaventure,SAME_AS,1.0,1.0,1.0,9014472416.88
CD_QC_Brome,CD_QC_Brome,SAME_AS,1.0,1.0,1.0,1323044135.99
CD_QC_Chambly,CD_QC_Chambly,SAME_AS,0.9955,0.9955,1.0,370416645.33
CD_QC_Champlain_Nord,CD_QC_Champlain,WITHIN,0.176,1.0,0.176,4896820925.55
CD_QC_Champlain_Sud,CD_QC_Champlain,WITHIN,0.0277,1.0,0.0277,771527886.48
CD_QC_Charlevoix,CD_QC_Charlevoix,SAME_AS,1.0,1.0,1.0,5886124590.53
CD_QC_Chateauguay,CD_QC_Chateauguay,SAME_AS,1.0,1.0,1.0,693171105.07
CD_QC_Chicoutimi,CD_QC_Chicoutimi_&_Saguenay,WITHIN,0.2897,1.0,0.2897,103200247532.66
CD_QC_Compton,CD_QC_Compton,SAME_AS,1.0,1.0,1.0,3815927221.93
CD_QC_Deux-Montagnes,CD_QC_Deux-Montagnes,SAME_AS,0.9865,1.0,0.9865,716136607.24
CD_QC_Dorchester_Est,CD_QC_Dorchester,WITHIN,0.4633,0.9938,0.4646,1165006845.58
CD_QC_Dorchester_Ouest,CD_QC_Dorchester,WITHIN,0.5326,0.9902,0.5354,1342520397.09
CD_QC_Drummond,CD_QC_Drummond_&_Arthabaska,WITHIN,0.4608,1.0,0.4608,1672305482.72
CD_QC_Gaspé_Centre,CD_QC_Gaspé,WITHIN,0.2557,1.0,0.2557,3103008843.37
CD_QC_Gaspé_Ouest,CD_QC_Gaspé,WITHIN,0.4885,1.0,0.4885,5929195512.44
CD_QC_Gaspé_Sud,CD_QC_Gaspé,WITHIN,0.2355,1.0,0.2355,2857673649.31
CD_QC_Hochelaga,CD_QC_Hochelaga,SAME_AS,0.9979,0.9999,0.998,235842739.72
CD_QC_Huntingdon_Est,CD_QC_Huntingdon,WITHIN,0.5696,1.0,0.5696,562489175.47
CD_QC_Huntingdon_Ouest,CD_QC_Huntingdon,WITHIN,0.4304,1.0,0.4304,424977752.21
CD_QC_Iberville,CD_QC_Iberville,SAME_AS,0.998,0.998,1.0,523606554.76
CD_QC_Isles_de_la_Magdeleine,CD_QC_Gaspé,WITHIN,0.0203,1.0,0.0203,246581431.4
CD_QC_Jacques_Cartier,CD_QC_Jacques-Cartier,SAME_AS,1.0,1.0,1.0,257333014.06
CD_QC_Joliette,CD_QC_Joliette,WITHIN,0.2357,1.0,0.2357,1853133287.31
CD_QC_Kamouraska,CD_QC_Kamouraska,SAME_AS,1.0,1.0,1.0,2834514247.32
CD_QC_L'Assomption,CD_QC_L'Assomption,SAME_AS,1.0,1.0,1.0,671646424.43
CD_QC_L'Islet,CD_QC_L'Islet,SAME_AS,1.0,1.0,1.0,2134179762.95
CD_QC_Labrador,CD_QC_Chicoutimi_&_Saguenay,WITHIN,0.5891,1.0,0.5891,209904399518.66
CD_QC_Laprairie,CD_QC_Laprairie,SAME_AS,1.0,1.0,1.0,455369194.27
CD_QC_Laval,CD_QC_Laval,SAME_AS,1.0,1.0,1.0,251703807.49
CD_QC_Lotbiniere,CD_QC_Lotbinière,WITHIN,0.9788,0.9878,0.9908,1945846746.11
CD_QC_Lévis_(Comté),CD_QC_Lévis,WITHIN,0.8054,0.9917,0.8109,563260258.36
CD_QC_Lévis_(Ville),CD_QC_Lévis,WITHIN,0.1891,1.0,0.1891,131343302.52
CD_QC_Maskinonge,CD_QC_Maskinongé,WITHIN,0.2529,1.0,0.2529,1968569672.7
CD_QC_Megantic,CD_QC_Megantic,SAME_AS,1.0,1.0,1.0,1999625257.37
CD_QC_Missisquoi,CD_QC_Missisquoi,SAME_AS,1.0,1.0,1.0,968139299.81
CD_QC_Montcalm,CD_QC_Montcalm,WITHIN,0.2292,1.0,0.2292,2502419226.5
CD_QC_Montmagny,CD_QC_Montmagny,WITHIN,0.9606,1.0,0.9606,1683943281.03
CD_QC_Montmorency,CD_QC_Montmorency,SAME_AS,1.0,1.0,1.0,5776776371.43
CD_QC_Montreal_Centre,"CD_QC_Montréal,_(City-Ville)",WITHIN,0.0465,1.0,0.0465,768098.76
CD_QC_Montreal_Est,"CD_QC_Montréal,_(City-Ville)",WITHIN,0.4153,1.0,0.4153,6863594.65
CD_QC_Montreal_Ouest,"CD_QC_Montréal,_(City-Ville)",WITHIN,0.5231,0.9516,0.5373,8879495.63
CD_QC_Napierville,CD_QC_Napierville,SAME_AS,1.0,1.0,1.0,413562197.62
CD_QC_Nicolet,CD_QC_Nicolet,SAME_AS,0.9884,0.9884,1.0,1585424814.2
CD_QC_Pontiac_Nord,CD_QC_Pontiac,WITHIN,0.8116,0.9798,0.8255,44346626416.53
CD_QC_Pontiac_Sud,CD_QC_Pontiac,WITHIN,0.0533,1.0,0.0533,2861117721.52
CD_QC_Portneuf,CD_QC_Portneuf,SAME_AS,0.9993,0.9993,1.0,3918669564.73
CD_QC_Quebec_(Comté),"CD_QC_Quebec,_(County-Comté)",SAME_AS,0.9996,1.0,0.9996,7097170457.79
CD_QC_Quebec_Centre,"CD_QC_Quebec,_(City-Ville)",WITHIN,0.1113,1.0,0.1113,3756458.13
CD_QC_Quebec_Est,"CD_QC_Quebec,_(City-Ville)",WITHIN,0.8034,1.0,0.8034,27103755.28
CD_QC_Quebec_Ouest,"CD_QC_Quebec,_(City-Ville)",WITHIN,0.0794,1.0,0.0794,2678960.99
CD_QC_Richelieu,CD_QC_Richelieu,WITHIN,0.9715,0.9715,1.0,506164097.78
CD_QC_Richmond,CD_QC_Richmond_&_Wolfe,WITHIN,0.4389,1.0,0.4389,1454415642.48
CD_QC_Rimouski_Est,CD_QC_Rimouski,WITHIN,0.6353,1.0,0.6353,9266039370.5
CD_QC_Rimouski_Ouest,CD_QC_Rimouski,WITHIN,0.3647,1.0,0.3647,5319841824.62
CD_QC_Rouville,CD_QC_Rouville,SAME_AS,0.9846,0.9863,0.9983,612822065.01
CD_QC_Saguenay,CD_QC_Chicoutimi_&_Saguenay,WITHIN,0.1122,1.0,0.1122,39965856006.79
CD_QC_Shefford,CD_QC_Shefford,SAME_AS,1.0,1.0,1.0,1507194594.07
CD_QC_Sherbrooke,CD_QC_Sherbrooke,SAME_AS,1.0,1.0,1.0,621025105.66
CD_QC_Soulanges,CD_QC_Soulanges,SAME_AS,1.0,1.0,1.0,364409449.59
CD_QC_St._Hyacinthe,CD_QC_St._Hyacinthe,SAME_AS,0.9885,1.0,0.9885,730222551.94
CD_QC_St._Jean,CD_QC_St._Jean,SAME_AS,0.9965,1.0,0.9965,473275745.4
CD_QC_Stanstead,CD_QC_Stanstead,SAME_AS,1.0,1.0,1.0,1167999401.88
CD_QC_Temiscouata,CD_QC_Temiscouata,SAME_AS,1.0,1.0,1.0,4958852738.43
CD_QC_Terrebonne,CD_QC_Terrebonne,SAME_AS,0.9943,0.9943,1.0,1710101803.81
CD_QC_Trois_Rivieres,CD_QC_Trois-Rivières,WITHIN,0.5774,1.0,0.5774,50289511.97
CD_QC_Vaudreuil,CD_QC_Vaudreuil,SAME_AS,1.0,1.0,1.0,518975343.58
CD_QC_Vercheres,CD_QC_Verchères,SAME_AS,1.0,1.0,1.0,552864627.21
CD_QC_Wolfe,CD_QC_Richmond_&_Wolfe,WITHIN,0.5611,1.0,0.5611,1859707273.31
CD_QC_Yamaska,CD_QC_Yamaska,SAME_AS,1.0,1.0,1.0,713494186.35
