tcpuid_1861,csd_name_1861,cd_name_1861,pr_1861,tcpuid_1871,csd_name_1871,cd_name_1871,pr_1871,relationship,iou,frac_from,frac_to,name_similarity
ON065003,Burford,Brant ,ON,ON015001,Burford,"Brant, South or West—Sud ou Ouest",ON,SAME_AS,1.0,1.0,1.0,77.89
ON065004,"Dumfries, South",Brant ,ON,ON016003,"Paris, Town—Ville","Brant, North or East—Nord ou Est",ON,OVERLAPS,0.0085,0.0085,0.6293,34.36
ON065004,"Dumfries, South",Brant ,ON,ON016001,"Dumfries, S","Brant, North or East—Nord ou Est",ON,SAME_AS,0.9862,0.9915,0.9947,67.34
ON065008,Tuscarora,Brant ,ON,ON015005,Tuscarora,"Brant, North or East—Nord ou Est",ON,SAME_AS,1.0,1.0,1.0,78.11
ON065005,Oakland,Brant ,ON,ON015002,Oakland,"Brant, South or West—Sud ou Ouest",ON,SAME_AS,1.0,1.0,1.0,77.89
ON065001,"Brantford, Town of",Brant,ON,ON015004,"Brantford, Town—Ville","Brant, South or West—Sud ou Ouest",ON,SAME_AS,1.0,1.0,1.0,61.74
ON083007,Elizabethtown,Leeds,ON,ON068004,Elizabethtown,Brockville,ON,SAME_AS,0.997,0.997,1.0,78.0
ON066011,Kincaraio,Bruce,ON,ON027005,Kincardine,"Bruce, South—Sud",ON,SAME_AS,1.0,1.0,1.0,65.86
ON066009,Grenock,Bruce,ON,ON027007,Greenock,"Bruce, South—Sud",ON,SAME_AS,1.0,1.0,1.0,79.62
ON066013,Kinlas,Bruce,ON,ON027002,Kinloss,"Bruce, South—Sud",ON,SAME_AS,1.0,1.0,1.0,68.13
ON103007,Garafraxa,Wellington,ON,ON034009,"Orangeville, Village","Wellington, Centre",ON,OVERLAPS,0.0099,0.01,0.5727,35.91
ON075010,Melancthon,Grey,ON,ON036004,Melancthon,"Grey, South—Sud",ON,OVERLAPS,0.9543,0.9543,1.0,82.63
ON098010,Mono,Simcoe,ON,ON040003,Mono,Cardwell,ON,SAME_AS,0.9903,0.9903,1.0,78.57
ON098012,Mulmer,Simcoe,ON,ON041004,Mulmur,"Simcoe, South—Sud",ON,SAME_AS,1.0,1.0,1.0,73.99
ON069001,Bowmanville,Durham ,ON,ON050002,"Bowmanville, Town—Ville","Durham, West—Ouest",ON,SAME_AS,1.0,1.0,1.0,60.29
ON069009,"Port Hope, Town of",Durham ,ON,ON051002,"Port Hope, Town—Ville","Durham, East—Est",ON,SAME_AS,1.0,1.0,1.0,70.21
ON069008,Newcastle,Durham ,ON,ON050005,"Newcastle, Village","Durham, West—Ouest",ON,SAME_AS,1.0,1.0,1.0,61.67
ON070003,Dorchester,Elgin,ON,ON006004,"Dorchester, S","Elgin, East—Est",ON,SAME_AS,1.0,1.0,1.0,75.87
ON070001,Aldborough,Elgin,ON,ON005001,Aidborough,"Elgin, West—Ouest",ON,SAME_AS,1.0,1.0,1.0,76.64
ON070007,"St. Thomas, Town of",Elgin,ON,ON006002,"Saint Thomas, Town—Ville","Elgin, East—Est",ON,SAME_AS,1.0,1.0,1.0,63.84
ON071004,Golded,Essex,ON,ON001005,Gosfield,Essex,ON,SAME_AS,1.0,1.0,1.0,70.0
ON072001,Bairie and Clarendon,Frontenac,ON,ON064006,Barrie,Addington,ON,OVERLAPS,0.4614,0.4749,0.9421,36.92
ON072001,Bairie and Clarendon,Frontenac,ON,ON064015,"Clarendon, Miller",Addington,ON,OVERLAPS,0.3619,0.5251,0.538,44.05
ON072004,Kennebec,Frontenac,ON,ON064007,Kenebec,Addington,ON,SAME_AS,1.0,1.0,1.0,75.33
ON072005,Kingston,Frontenac,ON,ON065001,"Kingston, Township",Frontenac,ON,SAME_AS,0.9896,1.0,0.9896,73.08
ON072011,Pittsburgh,Frontenac,ON,ON065005,"Pittsburg, Howe Island",Frontenac,ON,SAME_AS,0.9902,1.0,0.9902,73.75
ON074003,"Gower, South",Grenville ,ON,ON070007,"Gower, S","Leeds & Grenville, North—Nord",ON,SAME_AS,1.0,1.0,1.0,70.21
ON074007,"Present, town of",Grenville ,ON,ON069002,"Prescott, Town—Ville","Grenville, South—Sud",ON,SAME_AS,1.0,1.0,1.0,61.4
ON074005,"Mernakville, Village",Grenville ,ON,ON070004,"Merrickville, Village","Leeds & Grenville, North—Nord",ON,SAME_AS,1.0,1.0,1.0,75.67
ON075001,Artemesia,Grey,ON,ON036007,Artemisia,"Grey, South—Sud",ON,OVERLAPS,0.964,0.972,0.9915,74.85
ON075013,"Owen Sound, Town of",Grey,ON,ON037007,"Owen Sound, Town—Ville","Grey, North—Nord",ON,SAME_AS,1.0,1.0,1.0,66.63
ON076001,Canboro,Haldimand,ON,ON018003,Canborough,Monck,ON,SAME_AS,1.0,1.0,1.0,66.22
ON076006,Moulton and Sherbrooke,Haldimand,ON,ON018001,"Moulton, Sherbrooke",Monck,ON,SAME_AS,1.0,1.0,1.0,70.03
ON076005,"Dunnville, Village",Haldimand,ON,ON018002,"Dunnville, Village",Monck,ON,SAME_AS,1.0,1.0,1.0,78.57
ON108002,St. Georges’ Ward,Hamilton,ON,ON024001,"Hamilton, St. George’s Ward—Quartier",Hamilton,ON,SAME_AS,1.0,1.0,1.0,72.26
ON078006,Mador,Hastings,ON,ON062005,Madoc,"Hastings, North—Nord",ON,SAME_AS,0.9869,1.0,0.9869,73.14
ON078010,Sydney,Hastings,ON,ON060001,Sidney,"Hastings, West—Ouest",ON,SAME_AS,1.0,1.0,1.0,75.48
ON078001,"Belleville, Town of",Hastings,ON,ON060003,"Belleville, Town—Ville","Hastings, West—Ouest",ON,SAME_AS,1.0,1.0,1.0,71.78
ON079017,Turnbury,Huron,ON,ON026011,Turnberry,"Huron, North—Nord",ON,SAME_AS,1.0,1.0,1.0,71.28
ON079016,Tuckersmith,Huron,ON,ON026009,"Seaforth, Village","Huron, North—Nord",ON,OVERLAPS,0.0081,0.0081,0.5347,33.64
ON079004,Colborno,Huron,ON,ON026001,Colborne,"Huron, North—Nord",ON,SAME_AS,1.0,1.0,1.0,74.89
ON079006,"Goderich, Town of",Huron,ON,ON025007,"Goderich, Town—Ville","Huron, South—Sud",ON,SAME_AS,1.0,1.0,1.0,67.26
ON080001,Camden and Gore,Kent,ON,ON003003,Camden,Bothwell,ON,OVERLAPS,0.5717,0.6922,0.7665,45.0
ON080001,Camden and Gore,Kent,ON,ON003004,Zone,Bothwell,ON,OVERLAPS,0.2418,0.3078,0.5298,19.74
ON080003,Chatham and Gore,Kent,ON,ON002006,Chatham,Dover,ON,OVERLAPS,0.8162,0.9152,0.883,49.28
ON080006,Howard,Kent,ON,ON003001,Howard,Bothwell,ON,SAME_AS,1.0,1.0,1.0,75.0
ON080007,Orford,Kent,ON,ON003002,Orford,Bothwell,ON,SAME_AS,1.0,1.0,1.0,75.0
ON080004,Dover,Kent,ON,ON002005,Dover,Dover,ON,SAME_AS,1.0,1.0,1.0,76.67
ON080005,Harwich,Kent,ON,ON002004,Harwich,Dover,ON,SAME_AS,1.0,1.0,1.0,76.67
ON080008,Raleigh,Kent,ON,ON002003,Raleigh,Dover,ON,SAME_AS,1.0,1.0,1.0,76.67
ON080009,Romney,Kent,ON,ON002001,Romney,Dover,ON,SAME_AS,1.0,1.0,1.0,76.67
ON080010,Tilbury East,Kent,ON,ON002002,"Tilbury, E",Dover,ON,SAME_AS,1.0,1.0,1.0,63.94
ON109002,Frontenac Ward,Kingston,ON,ON066003,"Kingston, Frontenac Ward—Quartier",Kingston,ON,SAME_AS,1.0,1.0,1.0,71.7
ON081003,Dawn,Lambton,ON,ON003007,Dawn,Bothwell,ON,OVERLAPS,0.9645,0.9645,1.0,78.0
ON082013,Ramsay,Lanark,ON,ON080001,Ramsay,"Lanark, North—Nord",ON,OVERLAPS,0.9786,0.9786,1.0,85.0
ON082002,Beckwith,Lanark,ON,ON079010,"Carleton Place, Village","Lanark, South—Sud",ON,OVERLAPS,0.019,0.0191,0.78,29.2
ON082007,Elinsley,Lanark,ON,ON079003,"Elmsley, N","Lanark, South—Sud",ON,SAME_AS,1.0,1.0,1.0,62.32
ON082015,"Sherbrooke, South",Lanark,ON,ON079005,"Sherbrooke, S","Lanark, South—Sud",ON,SAME_AS,1.0,1.0,1.0,76.32
ON082012,"Perth, Town of",Lanark,ON,ON079008,"Perth, Town—Ville","Lanark, South—Sud",ON,SAME_AS,1.0,1.0,1.0,65.33
ON083004,"Crosby, North",Leeds,ON,ON067008,"Crosby, N","Leeds, South—Sud",ON,SAME_AS,1.0,1.0,1.0,71.56
ON083005,"Crosby, South",Leeds,ON,ON067007,"Crosby, S","Leeds, South—Sud",ON,SAME_AS,1.0,1.0,1.0,71.56
ON083006,Elmsley,Leeds,ON,ON070002,Elmsley,"Leeds & Grenville, North—Nord",ON,SAME_AS,1.0,1.0,1.0,78.82
ON084004,Camden,Lennox and Addington ,ON,ON064001,"Camden, E",Addington,ON,SAME_AS,0.9935,0.9935,1.0,74.62
ON085004,Grantham,Lincoln,ON,ON021001,Grantham,Lincoln,ON,OVERLAPS,0.9741,0.9741,1.0,100.0
ON086004,"Dorchester, North",Middlesex,ON,ON009002,"Dorchester, N","Middlesex, East—Est",ON,SAME_AS,1.0,1.0,1.0,79.95
ON086010,Nissouri,Middlesex,ON,ON009004,"Nissouri, W-O","Middlesex, East—Est",ON,SAME_AS,1.0,1.0,1.0,72.62
ON079002,Biddulph,Huron,ON,ON008006,Biddulph,"Middlesex, North—Nord",ON,SAME_AS,1.0,1.0,1.0,74.62
ON079011,McGillivray,Huron,ON,ON008005,McGillivray,"Middlesex, North—Nord",ON,SAME_AS,1.0,1.0,1.0,74.62
ON086012,"Williams, East",Middlesex,ON,ON008002,"Williams, W-O","Middlesex, North—Nord",ON,SAME_AS,1.0,1.0,1.0,69.85
ON086013,"Williams, West",Middlesex,ON,ON008003,"Williams, E","Middlesex, North—Nord",ON,SAME_AS,1.0,1.0,1.0,79.6
ON100013,Macauley and Draper,Victoria,ON,ON085008,"Draper, Kyde, Oakley",Muskoka,ON,OVERLAPS,0.4703,0.6658,0.6157,33.13
ON107000,Nipissing,Nipissing,ON,ON058006,"Stanhope, Sherborne","Peterborough, East—Est",ON,OVERLAPS,0.0042,0.0042,0.5577,25.81
ON087008,Woodhouse and Gore,Norfolk,ON,ON011004,Woodhouse,"Norfolk, South—Sud",ON,SAME_AS,1.0,1.0,1.0,63.47
ON087004,"Simcoe, Town of",Norfolk,ON,ON012004,"Simcoe, Town—Ville","Norfolk, North—Nord",ON,SAME_AS,1.0,1.0,1.0,67.06
ON088003,Brighton,Northumberland,ON,ON055004,"Brighton, Village","Northumberland, East—Est",ON,OVERLAPS,0.0605,0.0612,0.846,66.91
ON089009,Thora,Ontario,ON,ON049006,Thorah,"Ontario, North—Nord",ON,SAME_AS,1.0,1.0,1.0,79.79
ON089008,Scugog Island,Ontario,ON,ON049003,Scugog,"Ontario, North—Nord",ON,SAME_AS,1.0,1.0,1.0,60.36
ON089012,"Whitby, West",Ontario,ON,ON048002,"Whitby, W-O","Ontario, South—Sud",ON,SAME_AS,1.0,1.0,1.0,71.58
ON089011,"Whitby, East",Ontario,ON,ON048005,"Oshawa, Town—Ville","Ontario, South—Sud",ON,OVERLAPS,0.0462,0.047,0.732,35.47
ON089011,"Whitby, East",Ontario,ON,ON048004,"Whitby, E","Ontario, South—Sud",ON,OVERLAPS,0.953,0.953,1.0,76.8
ON090006,"Nissouri, East",Oxford,ON,ON014001,"Nissouri, E","Oxford, North—Nord",ON,SAME_AS,1.0,1.0,1.0,76.6
ON090013,"Zorra, East",Oxford,ON,ON014004,"Zorra, E","Oxford, North—Nord",ON,SAME_AS,1.0,1.0,1.0,73.95
ON090014,"Zorra, West",Oxford,ON,ON014002,"Zorra, W-O","Oxford, North—Nord",ON,SAME_AS,1.0,1.0,1.0,68.33
ON090012,"Woodstock, Town of",Oxford,ON,ON014005,"Woodstock, Town—Ville","Oxford, North—Nord",ON,SAME_AS,1.0,1.0,1.0,68.85
ON090007,"Norwich, North",Oxford,ON,ON013003,"Norwich, N","Oxford, South—Sud",ON,SAME_AS,1.0,1.0,1.0,73.99
ON090008,"Norwich, South",Oxford,ON,ON013002,"Norwich, S","Oxford, South—Sud",ON,SAME_AS,1.0,1.0,1.0,73.99
ON090010,"Oxford, East",Oxford,ON,ON013004,"Oxford, E","Oxford, South—Sud",ON,SAME_AS,1.0,1.0,1.0,75.65
ON090009,"Oxford, North",Oxford,ON,ON013007,"Oxford, N","Oxford, South—Sud",ON,SAME_AS,0.9889,0.9889,0.9999,72.92
ON090011,"Oxford, West",Oxford,ON,ON013005,"Oxford, W-O","Oxford, South—Sud",ON,SAME_AS,0.9896,0.9898,0.9998,70.43
ON091006,Toronto,Peel,ON,ON039001,"Toronto, Township",Peel,ON,SAME_AS,1.0,1.0,1.0,70.83
ON091002,"Brampton, Town of",Peel,ON,ON039005,"Brampton, Village",Peel,ON,SAME_AS,1.0,1.0,1.0,71.18
ON092003,"Easthope, North",Perth,ON,ON030004,"Easthope, N","Perth, North—Nord",ON,SAME_AS,1.0,1.0,1.0,72.87
ON092013,"Stratford, Town of",Perth,ON,ON030003,"Stratford, Town—Ville","Perth, North—Nord",ON,SAME_AS,1.0,1.0,1.0,67.48
ON092001,Blanchard,Perth,ON,ON029001,Blanchard,"Perth, South—Sud",ON,OVERLAPS,0.9549,0.9549,1.0,84.29
ON092001,Blanchard,Perth,ON,ON029002,"St. Mary’s, Town—Ville","Perth, South—Sud",ON,OVERLAPS,0.0446,0.0451,0.7897,23.32
ON092004,"Easthope, South",Perth,ON,ON029007,"Easthope, S","Perth, South—Sud",ON,SAME_AS,1.0,1.0,1.0,73.52
ON092007,Pullarton,Perth,ON,ON029004,Fullarton,"Perth, South—Sud",ON,SAME_AS,1.0,1.0,1.0,76.51
ON093999,NO DATA,Peterborough,ON,ON058003,"Burleigh, Anstruther, Monmouth, Chandos, Cardiff","Peterborough, East—Est",ON,OVERLAPS,0.4786,0.5574,0.7719,33.9
ON093999,NO DATA,Peterborough,ON,ON058007,"Dysart, Dudley, Harcourt, Guilford, Harbum, Bruton","Peterborough, East—Est",ON,OVERLAPS,0.4039,0.4426,0.8218,33.46
ON093006,Ennismore,Peterborough,ON,ON056005,Enmsmore,"Peterborough, West—Ouest",ON,SAME_AS,1.0,1.0,1.0,77.65
ON093010,"Monaghan, North",Peterborough,ON,ON056002,"Monaghan, N","Peterborough, West—Ouest",ON,SAME_AS,1.0,1.0,1.0,79.23
ON088009,"Monaghan, South",Northumberland,ON,ON056001,"Monaghan, S","Peterborough, West—Ouest",ON,SAME_AS,1.0,1.0,1.0,67.13
ON096008,"Brudenoll, Raglan and Radcliffe",Renfrew,ON,ON081007,"Brudenell, Raglan, Radcliffe, Lyndoch","Renfrew, South—Sud",ON,SAME_AS,1.0,1.0,1.0,70.33
ON096018,Sebastopol and Griffith,Renfrew,ON,ON081005,"Matawatchan, Griffith","Renfrew, South—Sud",ON,OVERLAPS,0.3765,0.5276,0.5679,58.16
ON096004,Arnprior,Renfrew,ON,ON081002,"Arnprior, Village","Renfrew, South—Sud",ON,SAME_AS,1.0,1.0,1.0,61.6
ON067002,Gloucester,Carleton,ON,ON076005,Gloucester,Russell,ON,SAME_AS,0.9966,0.9966,1.0,78.0
ON067009,Osgoode,Carleton,ON,ON076007,Osgoode,Russell,ON,SAME_AS,1.0,1.0,1.0,78.0
ON098014,Orillia and Matchedash,Simcoe,ON,ON042011,"Orillia, Matchedash","Simcoe, North—Nord",ON,SAME_AS,0.9934,0.9934,1.0,76.46
ON098004,"Collingwood, Town of",Simcoe,ON,ON042002,"Collingwood, Town—Ville","Simcoe, North—Nord",ON,SAME_AS,1.0,1.0,1.0,70.35
ON071013,"Winder, Town of",Essex,ON,ON001011,"Windsor, Town—Ville",Essex,ON,SAME_AS,1.0,1.0,1.0,75.29
ON110007,Ward No. 7,London,ON,ON010007,"London, Ward—Quartier No. 7",London,ON,SAME_AS,1.0,1.0,1.0,67.84
ON110001,Ward No. 1,London,ON,ON010001,"London, Ward—Quartier No. 1",London,ON,SAME_AS,1.0,1.0,1.0,67.84
ON110005,Ward No. 5,London,ON,ON010005,"London, Ward—Quartier No. 5",London,ON,SAME_AS,1.0,1.0,1.0,67.84
ON110003,Ward No. 3,London,ON,ON010003,"London, Ward—Quartier No. 3",London,ON,SAME_AS,1.0,1.0,1.0,67.84
ON110006,Ward No. 6,London,ON,ON010006,"London, Ward—Quartier No. 6",London,ON,SAME_AS,1.0,1.0,1.0,67.84
ON110002,Ward No. 2,London,ON,ON010002,"London, Ward—Quartier No. 2",London,ON,SAME_AS,1.0,1.0,1.0,67.84
ON110004,Ward No. 4,London,ON,ON010004,"London, Ward—Quartier No. 4",London,ON,SAME_AS,1.0,1.0,1.0,67.84
ON101008,"Waterloo, North",Waterloo,ON,ON032003,"Waterloo, N","Waterloo, North—Nord",ON,SAME_AS,1.0,1.0,1.0,76.37
ON101001,"Berlin, Village",Waterloo,ON,ON032004,"Berlin, Town—Ville","Waterloo, North—Nord",ON,SAME_AS,1.0,1.0,1.0,72.29
ON101002,"Dumfries, North",Waterloo,ON,ON031003,"Dumfries, N","Waterloo, South—Sud",ON,SAME_AS,1.0,1.0,1.0,77.01
ON101009,"Waterloo, South",Waterloo,ON,ON031005,"Waterloo, S","Waterloo, South—Sud",ON,SAME_AS,1.0,1.0,1.0,77.01
ON101003,"Galt, Town of",Waterloo,ON,ON031004,"Galt, Town—Ville","Waterloo, South—Sud",ON,SAME_AS,1.0,1.0,1.0,66.05
ON104006,"Flamboro, East",Wentworth,ON,ON023004,Flamborough East,"Wentworth, North—Nord",ON,SAME_AS,1.0,1.0,1.0,78.67
ON104007,"Flamboro, West",Wentworth,ON,ON023002,"Flamborough, W-O","Wentworth, North—Nord",ON,SAME_AS,1.0,1.0,1.0,69.33
ON108005,St. Patricks’ Ward,Hamilton,ON,ON024005,"Hamilton, St. Patrick’s Ward—Quartier",Hamilton,ON,SAME_AS,1.0,1.0,1.0,73.27
ON108003,St. Lawrence Ward,Hamilton,ON,ON024004,"Hamilton, St. Lawrence Ward—Quartier",Hamilton,ON,SAME_AS,1.0,1.0,1.0,74.91
ON108004,St. Mary’s Ward,Hamilton,ON,ON024002,"Hamilton, St. Mary's Ward—Quartier",Hamilton,ON,SAME_AS,1.0,1.0,1.0,70.0
ON102007,Pelham,Welland,ON,ON018006,Pelham,Monck,ON,SAME_AS,1.0,1.0,1.0,75.0
ON102011,Wainfleet.,Welland,ON,ON018007,Wainfleet,Monck,ON,SAME_AS,1.0,1.0,1.0,71.32
ON065006,Onondag,Brant ,ON,ON016004,Onondaga,"Brant, North or East—Nord ou Est",ON,SAME_AS,1.0,1.0,1.0,73.44
ON103009,"Guelph, Town of",Wellington,ON,ON033003,"Guelph, Town—Ville","Wellington, South—Sud",ON,SAME_AS,1.0,1.0,1.0,70.26
ON098002,"Barrie, Town of",Simcoe,ON,ON042005,"Barrie, Town—Ville","Simcoe, North—Nord",ON,SAME_AS,1.0,1.0,1.0,65.91
ON099001,"Cornwall, Town of",Stormont,ON,ON073001,"Cornwall, West Ward—Quartier",Cornwall,ON,OVERLAPS,0.2362,0.2969,0.536,48.58
ON099001,"Cornwall, Town of",Stormont,ON,ON073002,"Cornwall, Centre Ward—Quartier",Cornwall,ON,OVERLAPS,0.2571,0.326,0.5487,46.99
ON099001,"Cornwall, Town of",Stormont,ON,ON073003,"Cornwall, East Ward—Quartier",Cornwall,ON,OVERLAPS,0.2955,0.3771,0.5773,48.58
ON100011,"Lindsay, Town of",Victoria,ON,ON052003,"Lindsay, Town—Ville","Victoria, South—Sud",ON,SAME_AS,1.0,1.0,1.0,69.78
ON105003,"Gwillimhury, East",York,ON,ON043006,"Holland Landing, Village","York, North—Nord",ON,OVERLAPS,0.0282,0.0285,0.7473,32.49
ON105003,"Gwillimhury, East",York,ON,ON043005,"Gwillimbury, E","York, North—Nord",ON,OVERLAPS,0.9715,0.9715,1.0,70.71
ON105004,"Gwillimhury, North",York,ON,ON043007,"Gwillimbury, N","York, North—Nord",ON,SAME_AS,1.0,1.0,1.0,68.88
ON105006,King,York,ON,ON043003,"Aurora, Village","York, North—Nord",ON,OVERLAPS,0.0066,0.0066,0.5071,26.74
ON083009,Kitley,Leeds,ON,ON070001,Kitley,"Leeds & Grenville, North—Nord",ON,SAME_AS,1.0,1.0,1.0,78.82
ON098007,"Gwillimbury, west",Simcoe,ON,ON041002,"Gwillimbury, W-O","Simcoe, South—Sud",ON,SAME_AS,1.0,1.0,1.0,75.05
ON112006,St. Lawrence Ward,Toronto,ON,ON047001,"Toronto, St. Lawrence Ward—Quartier","Toronto, East—Est",ON,SAME_AS,1.0,1.0,1.0,63.27
ON083012,Yonge,Leeds,ON,ON067006,"Yonge and Escott, Rear","Leeds, South—Sud",ON,OVERLAPS,0.4394,0.4734,0.8598,40.21
ON112007,St. Patricks’ Ward,Toronto,ON,ON046003,"Toronto, St. Patrick’s Ward—Quartier","Toronto, West—Ouest",ON,SAME_AS,1.0,1.0,1.0,60.23
ON098001,Adjala,Simcoe,ON,ON040004,Adjala,Cardwell,ON,SAME_AS,1.0,1.0,1.0,78.57
ON093012,"Peterborough, Town of",Peterborough,ON,ON056003,"Peterborough, Town—Ville","Peterborough, West—Ouest",ON,SAME_AS,1.0,1.0,1.0,76.0
ON101004,"Hamburg, Village",Waterloo,ON,ON031002,"New Hamburg, Village","Waterloo, South—Sud",ON,SAME_AS,1.0,1.0,1.0,80.0
ON104005,"Dundas, Town of",Wentworth,ON,ON023003,"Dundas, Town—Ville","Wentworth, North—Nord",ON,SAME_AS,1.0,1.0,1.0,68.91
ON108001,St. Andrews’ Ward,Hamilton,ON,ON024003,"Hamilton, St. Andrew’s Ward—Quartier",Hamilton,ON,SAME_AS,1.0,1.0,1.0,72.26
ON089013,"Whitby, Town of",Ontario,ON,ON048003,"Whitby, Town—Ville","Ontario, South—Sud",ON,SAME_AS,1.0,1.0,1.0,67.71
ON088004,"Cobourg, Town of",Northumberland,ON,ON054002,"Cobourg, Town—Ville","Northumberland, West—Ouest",ON,SAME_AS,1.0,1.0,1.0,73.0
ON109007,Victoria Ward,Kingston,ON,ON066001,"Kingston, Victoria Ward—Quartier",Kingston,ON,SAME_AS,1.0,1.0,1.0,70.44
ON109006,Sydenham Ward,Kingston,ON,ON066006,"Kingston, Sydenham Ward—Quartier",Kingston,ON,SAME_AS,1.0,1.0,1.0,70.44
ON109004,Rideau Ward,Kingston,ON,ON066002,"Kingston, Rideau Ward—Quartier",Kingston,ON,SAME_AS,1.0,1.0,1.0,67.56
ON109001,Cataraqui Ward,Kingston,ON,ON066007,"Kingston, Cataraqui Ward—Quartier",Kingston,ON,SAME_AS,1.0,1.0,1.0,71.7
ON109003,Ontario Ward,Kingston,ON,ON066005,"Kingston, Ontario Ward—Quartier",Kingston,ON,SAME_AS,1.0,1.0,1.0,69.07
ON109005,St. Lawrence Ward,Kingston,ON,ON066004,"Kingston, St. Lawrence Ward—Quartier",Kingston,ON,SAME_AS,1.0,1.0,1.0,74.91
ON111005,Wellington Ward,Ottawa,ON,ON077001,"Ottawa, Wellington Ward—Quartier","Ottawa, City—Cité",ON,SAME_AS,1.0,1.0,1.0,60.33
ON082003,Burgess,Lanark,ON,ON079004,"Burgess, N","Leeds, South—Sud",ON,SAME_AS,1.0,1.0,1.0,60.37
ON096014,"Pettawawa, Buchanan and McKay",Renfrew,ON,ON082011,"Rolph, Buchanan, Wylie, McKay","Renfrew, North—Nord",ON,OVERLAPS,0.3965,0.6823,0.4863,59.6
ON065007,"Paris, Village",Brant,ON,ON016001,"Dumfries, S","Brant, North or East—Nord ou Est",ON,OVERLAPS,0.0053,0.5132,0.0053,36.11
ON080011,Zone,Kent,ON,ON003004,Zone,Bothwell,ON,OVERLAPS,0.3259,0.5151,0.4702,75.0
ON083011,Leeds,Leeds,ON,ON067001,"Leeds and Lansdowne, Front","Leeds, South—Sud",ON,OVERLAPS,0.3337,0.5472,0.461,36.87
ON083010,Lansdowne,Leeds,ON,ON067001,"Leeds and Lansdowne, Front","Leeds, South—Sud",ON,OVERLAPS,0.3626,0.5256,0.539,50.29
