tcpuid_1851,csd_name_1851,cd_name_1851,pr_1851,tcpuid_1861,csd_name_1861,cd_name_1861,pr_1861,relationship,iou,frac_from,frac_to,name_similarity
ON002001,Brantford,Brant,ON,ON065002,Brantford,Brant,ON,SAME_AS,1.0,1.0,1.0,100.0
ON002003,Burford,Brant,ON,ON065003,Burford,Brant ,ON,SAME_AS,1.0,1.0,1.0,100.0
ON002005,Oakland,Brant,ON,ON065005,Oakland,Brant ,ON,SAME_AS,1.0,1.0,1.0,100.0
ON002002,"Brantford, Town",Brant,ON,ON065001,"Brantford, Town of",Brant,ON,SAME_AS,1.0,1.0,1.0,93.64
ON020005,Elizabethtown,Leeds,ON,ON083007,Elizabethtown,Leeds,ON,SAME_AS,1.0,1.0,1.0,100.0
ON003001,Arran,Bruce,ON,ON066003,Arran,Bruce,ON,SAME_AS,1.0,1.0,1.0,100.0
ON003009,Kincardine,Bruce,ON,ON066012,"Kincardine, Village",Bruce,ON,CONTAINS,0.0097,0.0097,1.0,78.28
ON003009,Kincardine,Bruce,ON,ON066011,Kincaraio,Bruce,ON,SAME_AS,0.9903,0.9903,1.0,81.58
ON003011,Saugeen,Bruce,ON,ON066014,Saugeen,Bruce,ON,CONTAINS,0.9268,0.9268,1.0,100.0
ON003011,Saugeen,Bruce,ON,ON066015,"Southampton, Village",Bruce,ON,CONTAINS,0.0732,0.0732,1.0,50.74
ON003002,Brant,Bruce,ON,ON066004,Brant,Bruce,ON,SAME_AS,1.0,1.0,1.0,100.0
ON003004,Carrick,Bruce,ON,ON066006,Carrick,Bruce,ON,SAME_AS,1.0,1.0,1.0,100.0
ON003005,Culross,Bruce,ON,ON066007,Culross,Bruce,ON,SAME_AS,1.0,1.0,1.0,100.0
ON003006,Elderslie,Bruce,ON,ON066008,Elderslie,Bruce,ON,SAME_AS,1.0,1.0,1.0,100.0
ON003007,Greenock,Bruce,ON,ON066009,Grenock,Bruce,ON,SAME_AS,1.0,1.0,1.0,95.33
ON003008,Huron,Bruce,ON,ON066010,Huron,Bruce,ON,SAME_AS,1.0,1.0,1.0,100.0
ON003010,Kinloss,Bruce,ON,ON066013,Kinlas,Bruce,ON,SAME_AS,1.0,1.0,1.0,83.85
ON004001,Fitzroy,Carleton,ON,ON067001,Fitzroy,Carleton,ON,SAME_AS,1.0,1.0,1.0,100.0
ON004003,Goulbourne,Carleton,ON,ON067003,Goulbourne,Carleton,ON,SAME_AS,1.0,1.0,1.0,100.0
ON004005,Huntley,Carleton,ON,ON067005,Huntley,Carleton,ON,SAME_AS,1.0,1.0,1.0,100.0
ON004006,March,Carleton,ON,ON067007,March,Carleton,ON,SAME_AS,1.0,1.0,1.0,100.0
ON004007,Marlborough,Carleton,ON,ON067006,Marlhorough,Carleton,ON,SAME_AS,1.0,1.0,1.0,93.64
ON004008,Nepean,Carleton,ON,ON067008,Nepean,Carleton,ON,SAME_AS,0.9867,0.9867,1.0,100.0
ON004008,Nepean,Carleton,ON,ON111006,Hospital and other Institutions,Ottawa,ON,CONTAINS,0.0091,0.0091,1.0,15.64
ON004011,Torbolton,Carleton,ON,ON067011,Torbolton,Carleton,ON,SAME_AS,1.0,1.0,1.0,100.0
ON004010,"Richmond, Village",Carleton,ON,ON067010,"Richmond, Village",Carleton,ON,SAME_AS,1.0,1.0,1.0,100.0
ON039011,Amaranth,Wellington,ON,ON103001,Amaranth,Wellington,ON,SAME_AS,1.0,1.0,1.0,100.0
ON039006,Garafraxa,Wellington,ON,ON103007,Garafraxa,Wellington,ON,SAME_AS,1.0,1.0,1.0,100.0
ON039010,"Minto, Arthur & Luther",Wellington,ON,ON103012,Minto,Wellington,ON,CONTAINS,0.3145,0.3145,1.0,55.93
ON039010,"Minto, Arthur & Luther",Wellington,ON,ON103002,Arthur,Wellington,ON,CONTAINS,0.2952,0.2952,1.0,60.0
ON039010,"Minto, Arthur & Luther",Wellington,ON,ON103010,Luther,Wellington,ON,CONTAINS,0.3903,0.3903,1.0,60.0
ON035016,Mono,Simcoe,ON,ON098010,Mono,Simcoe,ON,SAME_AS,1.0,1.0,1.0,100.0
ON035015,Mulmur,Simcoe,ON,ON098012,Mulmer,Simcoe,ON,SAME_AS,1.0,1.0,1.0,88.33
ON005001,Matilda,Dundas,ON,ON068001,"Iroquois, Village",Dundas,ON,CONTAINS,0.0094,0.0094,1.0,47.5
ON005001,Matilda,Dundas,ON,ON068002,Matilda,Dundas,ON,SAME_AS,0.9906,0.9906,1.0,100.0
ON005002,Mountain,Dundas,ON,ON068004,Mountain,Dundas,ON,SAME_AS,1.0,1.0,1.0,100.0
ON005003,Williamsburg,Dundas,ON,ON068003,"Morrisburgh, Village",Dundas,ON,CONTAINS,0.0099,0.0099,1.0,56.25
ON005003,Williamsburg,Dundas,ON,ON068005,Williamsburgh,Dundas,ON,SAME_AS,0.9901,0.9901,1.0,97.2
ON005004,Winchester,Dundas,ON,ON068006,Winchester,Dundas,ON,SAME_AS,1.0,1.0,1.0,100.0
ON006001,Cartwright,Durham,ON,ON069003,Cartwright,Durham ,ON,SAME_AS,1.0,1.0,1.0,100.0
ON006002,Cavan,Durham,ON,ON069002,Cavan,Durham ,ON,SAME_AS,1.0,1.0,1.0,100.0
ON006003,Clarke,Durham,ON,ON069008,Newcastle,Durham ,ON,CONTAINS,0.0258,0.0258,1.0,58.0
ON006004,Darlington,Durham,ON,ON069001,Bowmanville,Durham ,ON,CONTAINS,0.0525,0.0525,1.0,43.33
ON006004,Darlington,Durham,ON,ON069005,Darlington,Durham ,ON,CONTAINS,0.9475,0.9475,1.0,100.0
ON006005,Hope,Durham,ON,ON069006,Hope,Durham ,ON,SAME_AS,1.0,1.0,1.0,100.0
ON006006,Manvers,Durham,ON,ON069007,Manvers,Durham ,ON,SAME_AS,1.0,1.0,1.0,100.0
ON007002,Bayham,Elgin,ON,ON070008,"Vienna, Village",Elgin,ON,CONTAINS,0.01,0.01,1.0,43.33
ON007002,Bayham,Elgin,ON,ON070002,Bayham,Elgin,ON,SAME_AS,0.99,0.99,1.0,100.0
ON007005,Malahide,Elgin,ON,ON070005,Malahide,Elgin,ON,SAME_AS,1.0,1.0,1.0,100.0
ON007007,Yarmouth,Elgin,ON,ON070009,Yarmouth,Elgin,ON,SAME_AS,1.0,1.0,1.0,100.0
ON007001,Aldborough,Elgin,ON,ON070001,Aldborough,Elgin,ON,SAME_AS,1.0,1.0,1.0,100.0
ON007003,Dunwich,Elgin,ON,ON070004,Dunwich,Elgin,ON,SAME_AS,1.0,1.0,1.0,100.0
ON007006,Southwold,Elgin,ON,ON070006,Southwold,Elgin,ON,SAME_AS,1.0,1.0,1.0,100.0
ON008009,Rochester,Essex,ON,ON071011,Rochester,Essex,ON,SAME_AS,1.0,1.0,1.0,100.0
ON008002,Anderdon,Essex,ON,ON071002,Anderdon,Essex,ON,SAME_AS,1.0,1.0,1.0,100.0
ON008006,Malden,Essex,ON,ON071006,Malden,Essex,ON,SAME_AS,1.0,1.0,1.0,100.0
ON008007,Mersea,Essex,ON,ON071007,Mersea,Essex,ON,SAME_AS,1.0,1.0,1.0,100.0
ON009005,Bedford,Frontenac,ON,ON072002,Bedford,Frontenac,ON,SAME_AS,1.0,1.0,1.0,100.0
ON009006,Loughborough,Frontenac,ON,ON072006,Loughborough,Frontenac,ON,SAME_AS,1.0,1.0,1.0,100.0
ON009008,Pittsburgh,Frontenac,ON,ON072016,"Forts Henry and Frederick, Penitentiary and lunatic Asylum",Frontenac,ON,CONTAINS,0.0098,0.0098,1.0,42.35
ON009008,Pittsburgh,Frontenac,ON,ON072011,Pittsburgh,Frontenac,ON,SAME_AS,0.9902,0.9902,1.0,100.0
ON009007,Portland,Frontenac,ON,ON072012,Portland,Frontenac,ON,SAME_AS,1.0,1.0,1.0,100.0
ON009002,Storrington,Frontenac,ON,ON072014,Storington,Frontenac,ON,SAME_AS,1.0,1.0,1.0,96.67
ON010004,Kenyon,Glengary,ON,ON073002,Kenyon,Glengary ,ON,SAME_AS,1.0,1.0,1.0,100.0
ON010001,Lancaster,Glengary,ON,ON073003,Lancaster,Glengary ,ON,SAME_AS,1.0,1.0,1.0,100.0
ON010003,Lochiel,Glengary,ON,ON073004,Lochiel,Glengary ,ON,SAME_AS,1.0,1.0,1.0,100.0
ON012002,Edwardsburg,Grenville,ON,ON074002,Edwardsburg,Grenville ,ON,SAME_AS,1.0,1.0,1.0,100.0
ON012004,Oxford,Grenville,ON,ON074006,Oxford,Grenville ,ON,SAME_AS,0.9906,0.9906,1.0,100.0
ON012004,Oxford,Grenville,ON,ON074004,"Kemptville, Village",Grenville ,ON,CONTAINS,0.0094,0.0094,1.0,30.0
ON011001,Artemesia,Grey,ON,ON075001,Artemesia,Grey,ON,SAME_AS,1.0,1.0,1.0,100.0
ON011003,Collingwood,Grey,ON,ON075003,Collingwood,Grey,ON,SAME_AS,1.0,1.0,1.0,100.0
ON011006,Euphrasia,Grey,ON,ON075006,Euphrasia,Grey,ON,SAME_AS,1.0,1.0,1.0,100.0
ON011008,Holland,Grey,ON,ON075008,Holland,Grey,ON,SAME_AS,1.0,1.0,1.0,100.0
ON011011,Osprey,Grey,ON,ON075012,Osprey,Grey,ON,SAME_AS,1.0,1.0,1.0,100.0
ON011012,St. Vincent,Grey,ON,ON075017,St. Vincent,Grey,ON,SAME_AS,1.0,1.0,1.0,100.0
ON011005,Egremont,Grey,ON,ON075005,Egremont,Grey,ON,SAME_AS,1.0,1.0,1.0,100.0
ON011007,Glenelg,Grey,ON,ON075007,Glenelg,Grey,ON,SAME_AS,1.0,1.0,1.0,100.0
ON011010,Normanby,Grey,ON,ON075011,Normanby,Grey,ON,SAME_AS,1.0,1.0,1.0,100.0
ON013004,Dunn,Haldimand,ON,ON076004,Dunn,Haldimand,ON,SAME_AS,1.0,1.0,1.0,100.0
ON013006,Oneida,Haldimand,ON,ON076007,Oneida,Haldimand,ON,SAME_AS,1.0,1.0,1.0,100.0
ON013007,Rainham,Haldimand,ON,ON076008,Bainham,Haldimand,ON,SAME_AS,1.0,1.0,1.0,90.0
ON013010,Seneca,Haldimand,ON,ON076009,Seneca,Haldimand,ON,SAME_AS,1.0,1.0,1.0,100.0
ON013009,Walpole,Haldimand,ON,ON076010,Walpole,Haldimand,ON,SAME_AS,1.0,1.0,1.0,100.0
ON014003,Nassagaweya,Halton,ON,ON077004,Nassagiweya,Halton,ON,SAME_AS,1.0,1.0,1.0,93.64
ON014004,Nelson,Halton,ON,ON077005,Nelson,Halton,ON,SAME_AS,1.0,1.0,1.0,100.0
ON014002,Trafalgar,Halton,ON,ON077006,"Oakville, Village",Halton,ON,CONTAINS,0.0207,0.0207,1.0,46.15
ON014002,Trafalgar,Halton,ON,ON077003,"Milton, Town of",Halton,ON,CONTAINS,0.0084,0.0084,1.0,41.67
ON015003,"Elzevir, Madoc & Tudor",Hastings,ON,ON078006,Mador,Hastings,ON,CONTAINS,0.3394,0.3394,1.0,55.93
ON015002,Huntingdon,Hastings,ON,ON078005,Huntingdon,Hastings,ON,SAME_AS,1.0,1.0,1.0,100.0
ON015005,Rawdon,Hastings,ON,ON078009,"Sterling, Village",Hastings,ON,CONTAINS,0.0088,0.0088,1.0,42.17
ON015005,Rawdon,Hastings,ON,ON078008,Rawdon,Hastings,ON,CONTAINS,0.9244,0.9244,1.0,100.0
ON016006,Howick,Huron,ON,ON079009,Howick,Huron,ON,SAME_AS,1.0,1.0,1.0,100.0
ON016008,"Grey, Morris & Turnbury",Huron,ON,ON079007,Grey,Huron,ON,CONTAINS,0.4143,0.4143,1.0,50.74
ON016008,"Grey, Morris & Turnbury",Huron,ON,ON079013,Morris,Huron,ON,CONTAINS,0.3533,0.3533,1.0,58.97
ON016008,"Grey, Morris & Turnbury",Huron,ON,ON079017,Turnbury,Huron,ON,CONTAINS,0.2324,0.2324,1.0,66.13
ON016010,Wawanosh,Huron,ON,ON079019,Wawanosh,Huron,ON,SAME_AS,1.0,1.0,1.0,100.0
ON016001,Hay,Huron,ON,ON079008,Hay,Huron,ON,SAME_AS,1.0,1.0,1.0,100.0
ON016007,McKillop,Huron,ON,ON079012,McKillop,Huron,ON,SAME_AS,1.0,1.0,1.0,100.0
ON016002,Stephen,Huron,ON,ON079015,Stephen,Huron,ON,SAME_AS,1.0,1.0,1.0,100.0
ON016011,Colborne,Huron,ON,ON079004,Colborno,Huron,ON,SAME_AS,1.0,1.0,1.0,91.25
ON017005,Howard & Orford,Kent,ON,ON080006,Howard,Kent,ON,CONTAINS,0.5318,0.5318,1.0,70.0
ON017005,Howard & Orford,Kent,ON,ON080007,Orford,Kent,ON,CONTAINS,0.4682,0.4682,1.0,70.0
ON017004,Harwich,Kent,ON,ON080005,Harwich,Kent,ON,SAME_AS,1.0,1.0,1.0,100.0
ON017006,Raleigh,Kent,ON,ON080008,Raleigh,Kent,ON,SAME_AS,1.0,1.0,1.0,100.0
ON018001,Bosanquet,Lambton,ON,ON081001,Bosanquet,Lambton,ON,SAME_AS,1.0,1.0,1.0,100.0
ON018004,Enniskillen,Lambton,ON,ON081004,Enniskillen,Lambton,ON,SAME_AS,1.0,1.0,1.0,100.0
ON018005,Euphemia,Lambton,ON,ON081005,Euphemia,Lambton,ON,SAME_AS,1.0,1.0,1.0,100.0
ON018010,Warwick,Lambton,ON,ON081011,Warwick,Lambton,ON,SAME_AS,1.0,1.0,1.0,100.0
ON018003,Dawn,Lambton,ON,ON081003,Dawn,Lambton,ON,SAME_AS,1.0,1.0,1.0,100.0
ON018006,Moore,Lambton,ON,ON081006,Moore,Lambton,ON,SAME_AS,1.0,1.0,1.0,100.0
ON018007,Plympton,Lambton,ON,ON081007,Plympton,Lambton,ON,SAME_AS,1.0,1.0,1.0,100.0
ON018008,Sarnia,Lambton,ON,ON081009,"Sarnia, Town of",Lambton,ON,CONTAINS,0.0229,0.0229,1.0,70.0
ON019004,Dalhousie & Sherbrooke North,Lanark,ON,ON082014,"Sherbrooke, North",Lanark,ON,CONTAINS,0.2543,0.2543,1.0,79.78
ON019004,Dalhousie & Sherbrooke North,Lanark,ON,ON082004,Dalhousie,Lanark,ON,CONTAINS,0.7457,0.7457,1.0,64.05
ON019009,Darling,Lanark,ON,ON082005,Darling,Lanark,ON,SAME_AS,1.0,1.0,1.0,100.0
ON019008,Lanark,Lanark,ON,ON082008,Lanark,Lanark,ON,SAME_AS,1.0,1.0,1.0,100.0
ON019011,Pakenham,Lanark,ON,ON082011,Packenham,Lanark,ON,SAME_AS,1.0,1.0,1.0,95.88
ON019012,Ramsay,Lanark,ON,ON082013,Ramsay,Lanark,ON,SAME_AS,1.0,1.0,1.0,100.0
ON019001,Bathurst & Sherbrooke South,Lanark,ON,ON082015,"Sherbrooke, South",Lanark,ON,CONTAINS,0.3952,0.3952,1.0,80.91
ON019001,Bathurst & Sherbrooke South,Lanark,ON,ON082001,Bathurst,Lanark,ON,CONTAINS,0.6048,0.6048,1.0,62.0
ON019002,Beckwith,Lanark,ON,ON082002,Beckwith,Lanark,ON,SAME_AS,1.0,1.0,1.0,100.0
ON019006,Drummond,Lanark,ON,ON082006,Drummond,Lanark,ON,SAME_AS,1.0,1.0,1.0,100.0
ON019010,Montague,Lanark,ON,ON082010,Montague,Lanark,ON,SAME_AS,0.9984,0.9984,1.0,100.0
ON020001,Bastard,Leeds,ON,ON083001,Bastard,Leeds,ON,SAME_AS,1.0,1.0,1.0,100.0
ON020006,Elmsley,Leeds,ON,ON083006,Elmsley,Leeds,ON,SAME_AS,1.0,1.0,1.0,100.0
ON021001,Adolphustown,Lennox,ON,ON084001,Adolphustown,Lennox and Addington ,ON,SAME_AS,1.0,1.0,1.0,83.85
ON001001,Amherst Island,Addington,ON,ON084002,Amherst Island,Lennox and Addington ,ON,SAME_AS,1.0,1.0,1.0,88.62
ON001002,Camden,Addington,ON,ON084004,Camden,Lennox and Addington ,ON,SAME_AS,1.0,1.0,1.0,88.62
ON021003,Richmond,Lennox,ON,ON084009,"Napanee, Village",Lennox and Addington ,ON,CONTAINS,0.0335,0.0335,1.0,19.68
ON022001,Caistor,Lincoln,ON,ON085001,Caistor,Lincoln,ON,SAME_AS,1.0,1.0,1.0,100.0
ON022002,Clinton,Lincoln,ON,ON085002,Clinton,Lincoln,ON,SAME_AS,1.0,1.0,1.0,100.0
ON022003,Gainsborough,Lincoln,ON,ON085003,Gainsborough,Lincoln,ON,SAME_AS,1.0,1.0,1.0,100.0
ON022004,Grantham,Lincoln,ON,ON085004,Grantham,Lincoln,ON,SAME_AS,1.0,1.0,1.0,100.0
ON022005,Grimsby,Lincoln,ON,ON085005,Grimsby,Lincoln,ON,SAME_AS,1.0,1.0,1.0,100.0
ON022006,Louth,Lincoln,ON,ON085006,Louth,Lincoln,ON,SAME_AS,1.0,1.0,1.0,100.0
ON023012,London,Middlesex,ON,ON110007,Ward No. 7,London,ON,CONTAINS,0.007,0.007,1.0,21.5
ON023012,London,Middlesex,ON,ON086007,London,Middlesex,ON,SAME_AS,0.993,0.993,1.0,100.0
ON023008,Nissouri,Middlesex,ON,ON086010,Nissouri,Middlesex,ON,SAME_AS,1.0,1.0,1.0,100.0
ON023011,Westminster,Middlesex,ON,ON086014,Westminster,Middlesex,ON,SAME_AS,1.0,1.0,1.0,100.0
ON016004,Biddulph,Huron,ON,ON079002,Biddulph,Huron,ON,SAME_AS,1.0,1.0,1.0,100.0
ON023007,Lobo,Middlesex,ON,ON086006,Lobo,Middlesex,ON,SAME_AS,1.0,1.0,1.0,100.0
ON016003,McGillivray,Huron,ON,ON079011,McGillivray,Huron,ON,SAME_AS,1.0,1.0,1.0,100.0
ON023010,Delaware,Middlesex,ON,ON086003,Delaware,Middlesex,ON,SAME_AS,1.0,1.0,1.0,100.0
ON023002,Ekfrid,Middlesex,ON,ON086005,Ekfrid,Middlesex,ON,SAME_AS,1.0,1.0,1.0,100.0
ON023004,Metcalfe,Middlesex,ON,ON086008,Metcalf,Middlesex,ON,SAME_AS,1.0,1.0,1.0,95.33
ON023001,Mosa,Middlesex,ON,ON086009,Mosa,Middlesex,ON,SAME_AS,1.0,1.0,1.0,100.0
ON025003,Charlotteville,Norfolk,ON,ON087001,Charlotteville,Norfolk,ON,SAME_AS,1.0,1.0,1.0,100.0
ON025001,Houghton,Norfolk,ON,ON087002,Houghton,Norfolk,ON,SAME_AS,1.0,1.0,1.0,100.0
ON025002,Middleton,Norfolk,ON,ON087003,Middleton,Norfolk,ON,SAME_AS,1.0,1.0,1.0,100.0
ON025005,Townsend,Norfolk,ON,ON087005,Townsend,Norfolk,ON,SAME_AS,1.0,1.0,1.0,100.0
ON025007,Walsingham,Norfolk,ON,ON087006,Walsingham,Norfolk,ON,WITHIN,0.917,1.0,0.917,100.0
ON025004,Windham,Norfolk,ON,ON087007,Windham,Norfolk,ON,SAME_AS,1.0,1.0,1.0,100.0
ON024001,Brighton,Northumberland,ON,ON088002,"Brighton, Village",Northumberland,ON,CONTAINS,0.011,0.011,1.0,74.8
ON024001,Brighton,Northumberland,ON,ON088003,Brighton,Northumberland,ON,SAME_AS,0.989,0.989,1.0,100.0
ON024002,Cramahe,Northumberland,ON,ON088005,"Colborne, Village",Northumberland,ON,CONTAINS,0.0123,0.0123,1.0,53.33
ON024002,Cramahe,Northumberland,ON,ON088006,Cramahe,Northumberland,ON,SAME_AS,0.9877,0.9877,1.0,100.0
ON024009,Murray,Northumberland,ON,ON088010,Murray,Northumberland,ON,SAME_AS,1.0,1.0,1.0,100.0
ON024006,Percy,Northumberland,ON,ON088011,Percy,Northumberland,ON,SAME_AS,1.0,1.0,1.0,100.0
ON024005,Seymour,Northumberland,ON,ON088012,Seymour,Northumberland,ON,SAME_AS,1.0,1.0,1.0,100.0
ON024003,Haldimand,Northumberland,ON,ON088007,Haldimand,Northumberland,ON,SAME_AS,1.0,1.0,1.0,100.0
ON024007,Hamilton,Northumberland,ON,ON088008,Hamilton,Northumberland,ON,SAME_AS,1.0,1.0,1.0,100.0
ON026005,Brock,Ontario,ON,ON089001,Brock,Ontario,ON,SAME_AS,1.0,1.0,1.0,100.0
ON026007,Mara & Rama,Ontario,ON,ON089002,Mara,Ontario,ON,CONTAINS,0.6239,0.6239,1.0,67.33
ON026007,Mara & Rama,Ontario,ON,ON089005,Rama,Ontario,ON,CONTAINS,0.3761,0.3761,1.0,67.33
ON026009,Scott,Ontario,ON,ON089007,Scott,Ontario,ON,SAME_AS,1.0,1.0,1.0,100.0
ON026006,Thorah,Ontario,ON,ON089009,Thora,Ontario,ON,SAME_AS,1.0,1.0,1.0,93.64
ON026003,Uxbridge,Ontario,ON,ON089010,Uxbridge,Ontario,ON,SAME_AS,1.0,1.0,1.0,100.0
ON026002,Pickering,Ontario,ON,ON089004,Pickering,Ontario,ON,SAME_AS,1.0,1.0,1.0,100.0
ON026004,Reach,Ontario,ON,ON089006,Reach,Ontario,ON,SAME_AS,1.0,1.0,1.0,100.0
ON027009,Blandford,Oxford,ON,ON090001,Blandford,Oxford,ON,SAME_AS,1.0,1.0,1.0,100.0
ON027008,Blenheim,Oxford,ON,ON090002,Blenheim,Oxford,ON,SAME_AS,1.0,1.0,1.0,100.0
ON027006,Dereham,Oxford,ON,ON090003,Dereham,Oxford,ON,SAME_AS,1.0,1.0,1.0,100.0
ON028001,Albion,Peel,ON,ON091001,Albion,Peel,ON,SAME_AS,1.0,1.0,1.0,100.0
ON028002,Caledon,Peel,ON,ON091003,Caledon,Peel,ON,SAME_AS,1.0,1.0,1.0,100.0
ON028003,Chinguacousy,Peel,ON,ON091002,"Brampton, Town of",Peel,ON,CONTAINS,0.032,0.032,1.0,39.66
ON028004,Toronto,Peel,ON,ON091005,"Streetville, Village",Peel,ON,CONTAINS,0.0089,0.0089,1.0,45.56
ON028004,Toronto,Peel,ON,ON091006,Toronto,Peel,ON,SAME_AS,0.9911,0.9911,1.0,100.0
ON029006,Ellice,Perth,ON,ON092005,Ellice,Perth,ON,SAME_AS,0.9912,0.9912,1.0,100.0
ON029009,Elma,Perth,ON,ON092006,Elma,Perth,ON,SAME_AS,1.0,1.0,1.0,100.0
ON029011,Mornington,Perth,ON,ON092011,Mornington,Perth,ON,SAME_AS,1.0,1.0,1.0,100.0
ON029010,Wallace,Perth,ON,ON092014,Wallace,Perth,ON,SAME_AS,1.0,1.0,1.0,100.0
ON029001,Blanchard,Perth,ON,ON092012,"St. Mary’s, Village",Perth,ON,CONTAINS,0.012,0.012,1.0,40.0
ON029003,Fullarton,Perth,ON,ON092007,Pullarton,Perth,ON,SAME_AS,0.9851,0.9851,1.0,92.22
ON029002,Hibbert,Perth,ON,ON092008,Hibbert,Perth,ON,SAME_AS,1.0,1.0,1.0,100.0
ON029005,Logan,Perth,ON,ON092009,Logan,Perth,ON,SAME_AS,0.9883,0.9883,1.0,100.0
ON030006,Asphodel,Peterboro,ON,ON093002,Asphodel,Peterborough,ON,SAME_AS,1.0,1.0,1.0,95.71
ON030002,Douro,Peterboro,ON,ON093004,Douro,Peterborough,ON,SAME_AS,1.0,1.0,1.0,95.71
ON030008,Otonabee,Peterboro,ON,ON093011,Otonabee,Peterborough,ON,SAME_AS,0.9923,0.9923,1.0,95.71
ON030008,Otonabee,Peterboro,ON,ON093001,Ashburton,Peterborough,ON,CONTAINS,0.0077,0.0077,1.0,50.42
ON030007,Ennismore,Peterboro,ON,ON093006,Ennismore,Peterborough,ON,SAME_AS,1.0,1.0,1.0,95.71
ON030004,Smith & Harvey,Peterboro,ON,ON093013,Smith,Peterborough,ON,CONTAINS,0.3839,0.3839,1.0,62.56
ON030004,Smith & Harvey,Peterboro,ON,ON093008,Harvey,Peterborough,ON,CONTAINS,0.6161,0.6161,1.0,67.71
ON031005,Alfred,Prescott,ON,ON094001,Alfred,Prescott,ON,SAME_AS,1.0,1.0,1.0,100.0
ON031001,Caledonia,Prescott,ON,ON094002,Caledonia,Prescott,ON,SAME_AS,1.0,1.0,1.0,100.0
ON032001,Ameliasburg,Prince Edward,ON,ON095001,Ameliasburgh,Prince Edward,ON,SAME_AS,1.0,1.0,1.0,96.96
ON032002,Athol,Prince Edward,ON,ON095002,Athol,Prince Edward,ON,SAME_AS,1.0,1.0,1.0,100.0
ON032003,Hallowell,Prince Edward,ON,ON095003,Hallowell,Prince Edward,ON,SAME_AS,1.0,1.0,1.0,100.0
ON032004,Hillier,Prince Edward,ON,ON095004,Hillier,Prince Edward,ON,SAME_AS,1.0,1.0,1.0,100.0
ON032006,Sophiasburg,Prince Edward,ON,ON095007,Sophiasburgh,Prince Edward,ON,SAME_AS,1.0,1.0,1.0,96.96
ON033004,Bromley,Renfrew,ON,ON096007,Bromley,Renfrew,ON,SAME_AS,1.0,1.0,1.0,100.0
ON033006,Ross,Renfrew,ON,ON096017,Ross,Renfrew,ON,SAME_AS,1.0,1.0,1.0,100.0
ON033010,Stafford,Renfrew,ON,ON096019,Stafford,Renfrew,ON,SAME_AS,1.0,1.0,1.0,100.0
ON033008,Westmeath,Renfrew,ON,ON096020,Westmeath,Renfrew,ON,SAME_AS,1.0,1.0,1.0,100.0
ON033013,Wilberforce,Renfrew,ON,ON096021,Wilberforce,Renfrew,ON,SAME_AS,1.0,1.0,1.0,100.0
ON033001,Admaston,Renfrew,ON,ON096001,Admaston,Renfrew,ON,SAME_AS,1.0,1.0,1.0,100.0
ON033012,Grattan,Renfrew,ON,ON096009,Grattan,Renfrew,ON,SAME_AS,1.0,1.0,1.0,100.0
ON033005,Horton,Renfrew,ON,ON096015,"Renfrew, Village",Renfew,ON,CONTAINS,0.0195,0.0195,1.0,40.42
ON033005,Horton,Renfrew,ON,ON096010,Horton,Renfrew,ON,SAME_AS,0.9805,0.9805,1.0,100.0
ON034003,Cambridge,Russell,ON,ON097001,Cambridge,Russell,ON,SAME_AS,1.0,1.0,1.0,100.0
ON034002,Clarence,Russell,ON,ON097002,Clarence,Russell,ON,SAME_AS,1.0,1.0,1.0,100.0
ON034001,Cumberland,Russell,ON,ON097003,Cumberland,Russell,ON,SAME_AS,1.0,1.0,1.0,100.0
ON004002,Gloucester,Carleton,ON,ON067002,Gloucester,Carleton,ON,SAME_AS,1.0,1.0,1.0,100.0
ON034004,Russell,Russell,ON,ON097004,Russell,Russell,ON,SAME_AS,1.0,1.0,1.0,100.0
ON035003,Medonte,Simcoe,ON,ON098009,Medonte,Simcoe,ON,SAME_AS,1.0,1.0,1.0,100.0
